twitter code,Party ID,chamber,nominate_dim1,Names altered,Name chronological,delegate,serving at time of tweet,independent,president,Personal Twitter_binary,CongressionalTwitter_binary,PressOfficeTwitter_binary,Campaign Twitter_binary,RetiredTwitter_binary,original codes
LoisFrankel,D,House,-0.402,"['frankel', 'lois']",Lois Frankel,False,True,False,False,False,False,False,True,False,False
RepFranklin,R,House,0.599,"['franklin', 'scott']",Scott Franklin,False,True,False,False,False,True,False,False,False,True
ScottFranklinFL,R,House,0.599,"['franklin', 'scott']",Scott Franklin,False,True,False,False,True,False,False,False,False,False
RepRussFulcher,R,House,0.641,"['fulcher', 'russ']",Russ Fulcher,False,True,False,False,False,True,False,False,False,True
RussFulcher,R,House,0.641,"['fulcher', 'russ']",Russ Fulcher,False,True,False,False,True,False,False,False,False,False
RepMattGaetz,R,House,0.597,"['gaetz', 'matt']",Matt Gaetz,False,True,False,False,False,True,False,False,False,True
mattgaetz,R,House,0.597,"['gaetz', 'matt']",Matt Gaetz,False,True,False,False,True,False,False,False,False,False
RepRubenGallego,D,House,-0.436,"['gallego', 'ruben']",Ruben Gallego,False,True,False,False,False,True,False,False,False,True
RubenGallego,D,House,-0.436,"['gallego', 'ruben']",Ruben Gallego,False,True,False,False,True,False,False,False,False,False
RepGaramendi,D,House,-0.309,"['garamendi', 'john']",John Garamendi,False,True,False,False,False,True,False,False,False,True
JohnGaramendi,D,House,-0.309,"['garamendi', 'john']",John Garamendi,False,True,False,False,False,False,False,True,False,False
RepGarbarino,R,House,0.281,"['garbarino', 'andrew']",Andrew Garbarino,False,True,False,False,False,True,False,False,False,True
GarbarinoforNY,R,House,0.281,"['garbarino', 'andrew']",Andrew Garbarino,False,True,False,False,True,False,False,False,False,False
RepChuyGarcia,D,House,-0.455,"['garcía', 'jesús', 'chuy']",Jesús Chuy García,False,True,False,False,False,True,False,False,False,True
ChuyForCongress,D,House,-0.455,"['garcía', 'jesús', 'chuy']",Jesús Chuy García,False,True,False,False,True,False,False,False,False,False
RepMikeGarcia,R,House,0.374,"['garcia', 'mike']",Mike Garcia,False,True,False,False,False,True,False,False,False,True
ElectMikeGarcia,R,House,0.374,"['garcia', 'mike']",Mike Garcia,False,True,False,False,False,False,False,True,False,False
RepSylviaGarcia,D,House,-0.809,"['garcia', 'sylvia']",Sylvia Garcia,False,True,False,False,False,True,False,False,False,True
LaCongresista,D,House,-0.809,"['garcia', 'sylvia']",Sylvia Garcia,False,True,False,False,True,False,False,False,False,False
RepBobGibbs,R,House,0.484,"['gibbs', 'bob']",Bob Gibbs,False,True,False,False,False,True,False,False,False,True
Bob_Gibbs,R,House,0.484,"['gibbs', 'bob']",Bob Gibbs,False,True,False,False,False,False,False,True,False,False
RepCarlos,R,House,0.309,"['gimenez', 'carlos']",Carlos Gimenez,False,True,False,False,False,True,False,False,False,True
CarlosGimenezFL,R,House,0.309,"['gimenez', 'carlos']",Carlos Gimenez,False,True,False,False,True,False,False,False,False,False
replouiegohmert,R,House,0.644,"['gohmert', 'louie']",Louie Gohmert,False,True,False,False,False,True,False,False,False,True
LouieGohmertTX1,R,House,0.644,"['gohmert', 'louie']",Louie Gohmert,False,True,False,False,False,False,False,True,False,False
RepGolden,D,House,-0.113,"['golden', 'jared']",Jared Golden,False,True,False,False,False,True,False,False,False,True
golden4congress,D,House,-0.113,"['golden', 'jared']",Jared Golden,False,True,False,False,False,False,False,True,False,False
RepJimmyGomez,D,House,-0.569,"['gomez', 'jimmy']",Jimmy Gomez,False,True,False,False,False,True,False,False,False,True
JimmyGomezCA,D,House,-0.569,"['gomez', 'jimmy']",Jimmy Gomez,False,True,False,False,True,False,False,False,False,False
RepTonyGonzales,R,House,0.299,"['gonzales', 'tony']",Tony Gonzales,False,True,False,False,False,True,False,False,False,True
TonyGonzales4TX,R,House,0.299,"['gonzales', 'tony']",Tony Gonzales,False,True,False,False,True,False,False,False,False,False
RepAGonzalez,R,House,0.24,"['gonzalez', 'anthony']",Anthony Gonzalez,False,True,False,False,False,True,False,False,False,True
RepGonzalez,D,House,-0.384,"['gonzalez', 'vicente']",Vicente Gonzalez,False,True,False,False,False,True,False,False,False,True
RepBobGood,R,House,0.8,"['good', 'bob']",Bob Good,False,True,False,False,False,True,False,False,False,True
RepGosar,R,House,0.698,"['gosar', 'paul']",Paul Gosar,False,True,False,False,False,True,False,False,False,True
DrPaulGosar,R,House,0.698,"['gosar', 'paul']",Paul Gosar,False,True,False,False,True,False,False,False,False,False
RepJoshG,D,House,-0.155,"['gottheimer', 'josh']",Josh Gottheimer,False,True,False,False,False,True,False,False,False,True
JoshGottheimer,D,House,-0.155,"['gottheimer', 'josh']",Josh Gottheimer,False,True,False,False,False,False,False,True,False,False
RepKayGranger,R,House,0.403,"['granger', 'kay']",Kay Granger,False,True,False,False,False,True,False,False,False,True
GrangerCampaign,R,House,0.403,"['granger', 'kay']",Kay Granger,False,True,False,False,False,False,False,True,False,False
RepGarretGraves,R,House,0.435,"['graves', 'garret']",Garret Graves,False,True,False,False,False,True,False,False,False,True
garretgraves,R,House,0.435,"['graves', 'garret']",Garret Graves,False,True,False,False,True,False,False,False,False,False
RepSamGraves,R,House,0.441,"['graves', 'sam']",Sam Graves,False,True,False,False,False,True,False,False,False,True
RepAlGreen,D,House,-0.439,"['green', 'al']",Al Green,False,True,False,False,False,True,False,False,False,True
RepAlGreenTX,D,House,-0.439,"['green', 'al']",Al Green,False,True,False,False,False,False,False,True,False,False
RepMarkGreen,R,House,0.675,"['green', 'mark']",Mark Green,False,True,False,False,False,True,False,False,False,True
DrMarkGreen4TN,R,House,0.675,"['green', 'mark']",Mark Green,False,True,False,False,False,False,False,True,False,False
RepMTG,R,House,0.8,"['greene', 'marjorie', 'taylor']",Marjorie Taylor Greene,False,True,False,False,False,True,False,False,False,True
mtgreenee,R,House,0.8,"['greene', 'marjorie', 'taylor']",Marjorie Taylor Greene,False,True,False,False,True,False,False,False,False,False
RepMGriffith,R,House,0.533,"['griffith', 'morgan']",Morgan Griffith,False,True,False,False,False,True,False,False,False,True
MorganGriffith,R,House,0.533,"['griffith', 'morgan']",Morgan Griffith,False,True,False,False,False,False,False,True,False,False
RepRaulGrijalva,D,House,-0.598,"['grijalva', 'raul']",Raul Grijalva,False,True,False,False,False,True,False,False,False,True
standwithraul,D,House,-0.598,"['grijalva', 'raul']",Raul Grijalva,False,True,False,False,False,False,False,True,False,False
RepGrothman,R,House,0.601,"['grothman', 'glenn']",Glenn Grothman,False,True,False,False,False,True,False,False,False,True
GrothmanforWI,R,House,0.601,"['grothman', 'glenn']",Glenn Grothman,False,True,False,False,False,False,False,True,False,False
RepMichaelGuest,R,House,0.53,"['guest', 'michael']",Michael Guest,False,True,False,False,False,True,False,False,False,True
GuestCongress,R,House,0.53,"['guest', 'michael']",Michael Guest,False,True,False,False,False,False,False,True,False,False
RepGuthrie,R,House,0.42,"['guthrie', 'brett']",Brett Guthrie,False,True,False,False,False,True,False,False,False,True
brettguthrie,R,House,0.42,"['guthrie', 'brett']",Brett Guthrie,False,True,False,False,False,False,False,True,False,False
RepJoshHarder,D,House,-0.352,"['harder', 'josh']",Josh Harder,False,True,False,False,False,True,False,False,False,True
JoshHarder,D,House,-0.352,"['harder', 'josh']",Josh Harder,False,True,False,False,True,False,False,False,False,False
RepAndyHarrisMD,R,House,0.674,"['harris', 'andy']",Andy Harris,False,True,False,False,False,True,False,False,False,True
RepHarshbarger,R,House,0.687,"['harshbarger', 'diana']",Diana Harshbarger,False,True,False,False,False,True,False,False,False,True
DHarshbargerTN1,R,House,0.687,"['harshbarger', 'diana']",Diana Harshbarger,False,True,False,False,True,False,False,False,False,False
RepHartzler,R,House,0.478,"['hartzler', 'vicky']",Vicky Hartzler,False,True,False,False,False,True,False,False,False,True
VickyHartzlerMO,R,House,0.478,"['hartzler', 'vicky']",Vicky Hartzler,False,True,False,False,False,False,False,True,False,False
RepJahanaHayes,D,House,-0.37,"['hayes', 'jahana']",Jahana Hayes,False,True,False,False,False,True,False,False,False,True
JahanaHayesCT,D,House,-0.37,"['hayes', 'jahana']",Jahana Hayes,False,True,False,False,True,False,False,False,False,False
repkevinhern,R,House,0.684,"['hern', 'kevin']",Kevin Hern,False,True,False,False,False,True,False,False,False,True
krhern,R,House,0.684,"['hern', 'kevin']",Kevin Hern,False,True,False,False,True,False,False,False,False,False
RepHerrell,R,House,0.936,"['herrell', 'yvette']",Yvette Herrell,False,True,False,False,False,True,False,False,False,True
Yvette4congress,R,House,0.936,"['herrell', 'yvette']",Yvette Herrell,False,True,False,False,True,False,False,False,False,False
HerreraBeutler,R,House,0.336,"['beutler', 'jaime', 'herrera']",Jaime Herrera Beutler,False,True,False,False,False,True,False,False,False,True
JaimeForUSRep,R,House,0.336,"['beutler', 'jaime', 'herrera']",Jaime Herrera Beutler,False,True,False,False,True,False,False,False,False,False
CongressmanHice,R,House,0.797,"['hice', 'jody']",Jody Hice,False,True,False,False,False,True,False,False,False,True
JodyHice,R,House,0.797,"['hice', 'jody']",Jody Hice,False,True,False,False,True,False,False,False,False,False
RepBrianHiggins,D,House,-0.348,"['higgins', 'brian']",Brian Higgins,False,True,False,False,False,True,False,False,False,True
Higgins4WNY,D,House,-0.348,"['higgins', 'brian']",Brian Higgins,False,True,False,False,False,False,False,True,False,False
RepClayHiggins,R,House,0.624,"['higgins', 'clay']",Clay Higgins,False,True,False,False,False,True,False,False,False,True
CaptClayHiggins,R,House,0.624,"['higgins', 'clay']",Clay Higgins,False,True,False,False,True,False,False,False,False,False
RepFrenchHill,R,House,0.436,"['hill', 'french']",French Hill,False,True,False,False,False,True,False,False,False,True
ElectFrench,R,House,0.436,"['hill', 'french']",French Hill,False,True,False,False,False,False,False,True,False,False
RepAshleyHinson,R,House,0.368,"['hinson', 'ashley']",Ashley Hinson,False,True,False,False,False,True,False,False,False,True
hinsonashley,R,House,0.368,"['hinson', 'ashley']",Ashley Hinson,False,True,False,False,True,False,False,False,False,False
RepTrey,R,House,0.417,"['hollingsworth', 'trey']",Trey Hollingsworth,False,True,False,False,False,True,False,False,False,True
VoteForTrey,R,House,0.417,"['hollingsworth', 'trey']",Trey Hollingsworth,False,True,False,False,False,False,False,True,False,False
RepHorsford,D,House,-0.346,"['horsford', 'steven']",Steven Horsford,False,True,False,False,False,True,False,False,False,True
StevenHorsford,D,House,-0.346,"['horsford', 'steven']",Steven Horsford,False,True,False,False,True,False,False,False,False,False
RepHoulahan,D,House,-0.28,"['houlahan', 'chrissy']",Chrissy Houlahan,False,True,False,False,False,True,False,False,False,True
HoulahanForPa,D,House,-0.28,"['houlahan', 'chrissy']",Chrissy Houlahan,False,True,False,False,True,False,False,False,False,False
LeaderHoyer,D,House,-0.381,"['hoyer', 'steny']",Steny Hoyer,False,True,False,False,False,True,False,False,False,True
StenyHoyer,D,House,-0.381,"['hoyer', 'steny']",Steny Hoyer,False,True,False,False,False,False,False,True,False,False
RepRichHudson,R,House,0.533,"['hudson', 'richard']",Richard Hudson,False,True,False,False,False,True,False,False,False,True
RichHudson,R,House,0.533,"['hudson', 'richard']",Richard Hudson,False,True,False,False,True,False,False,False,False,False
RepHuffman,D,House,-0.431,"['huffman', 'jared']",Jared Huffman,False,True,False,False,False,True,False,False,False,True
JaredHuffman,D,House,-0.431,"['huffman', 'jared']",Jared Huffman,False,True,False,False,True,False,False,False,False,False
RepHuizenga,R,House,0.553,"['huizenga', 'bill']",Bill Huizenga,False,True,False,False,False,True,False,False,False,True
billhuizenga,R,House,0.553,"['huizenga', 'bill']",Bill Huizenga,False,True,False,False,True,False,False,False,False,False
repdarrellissa,R,House,0.491,"['issa', 'darrell']",Darrell Issa,False,True,False,False,False,True,False,False,False,True
DarrellIssa,R,House,0.491,"['issa', 'darrell']",Darrell Issa,False,True,False,False,True,False,False,False,False,False
JacksonLeeTX18,D,House,-0.46,"['lee', 'sheila', 'jackson']",Sheila Jackson Lee,False,True,False,False,False,True,False,False,False,True
sjl4hrc,D,House,-0.46,"['lee', 'sheila', 'jackson']",Sheila Jackson Lee,False,True,False,False,True,False,False,False,False,False
RepRonnyJackson,R,House,0.783,"['jackson', 'ronny']",Ronny Jackson,False,True,False,False,False,True,False,False,False,True
RonnyJacksonTX,R,House,0.783,"['jackson', 'ronny']",Ronny Jackson,False,True,False,False,True,False,False,False,False,False
RepJacobs,R,House,0.306,"['jacobs', 'chris']",Chris Jacobs,False,True,False,False,False,True,False,False,False,True
JacobsNY27,R,House,0.306,"['jacobs', 'chris']",Chris Jacobs,False,True,False,False,False,False,False,True,False,False
RepSaraJacobs,D,House,-0.346,"['jacobs', 'sara']",Sara Jacobs,False,True,False,False,False,True,False,False,False,True
SaraJacobsCA,D,House,-0.346,"['jacobs', 'sara']",Sara Jacobs,False,True,False,False,True,False,False,False,False,False
RepJayapal,D,House,-0.659,"['jayapal', 'pramila']",Pramila Jayapal,False,True,False,False,False,True,False,False,False,True
PramilaJayapal,D,House,-0.659,"['jayapal', 'pramila']",Pramila Jayapal,False,True,False,False,True,False,False,False,False,False
RepJeffries,D,House,-0.489,"['jeffries', 'hakeem']",Hakeem Jeffries,False,True,False,False,False,True,False,False,False,True
hakeemjeffries,D,House,-0.489,"['jeffries', 'hakeem']",Hakeem Jeffries,False,True,False,False,False,False,False,True,False,False
RepBillJohnson,R,House,0.424,"['johnson', 'bill']",Bill Johnson,False,True,False,False,False,True,False,False,False,True
JohnsonLeads,R,House,0.424,"['johnson', 'bill']",Bill Johnson,False,True,False,False,True,False,False,False,False,False
RepDustyJohnson,R,House,0.438,"['johnson', 'dusty']",Dusty Johnson,False,True,False,False,False,True,False,False,False,True
DustyJohnson,R,House,0.438,"['johnson', 'dusty']",Dusty Johnson,False,True,False,False,True,False,False,False,False,False
RepEBJ,D,House,-0.485,"['johnson', 'eddie', 'bernice']",Eddie Bernice Johnson,False,True,False,False,False,True,False,False,False,True
RepHankJohnson,D,House,-0.469,"['johnson', 'henry', 'hank']",Henry Hank Johnson,False,True,False,False,False,True,False,False,False,True
ReElectHank,D,House,-0.469,"['johnson', 'henry', 'hank']",Henry Hank Johnson,False,True,False,False,False,False,False,True,False,False
RepMikeJohnson,R,House,0.561,"['johnson', 'mike']",Mike Johnson,False,True,False,False,False,True,False,False,False,True
RepMondaire,D,House,-0.414,"['jones', 'mondaire']",Mondaire Jones,False,True,False,False,False,True,False,False,False,True
MondaireJones,D,House,-0.414,"['jones', 'mondaire']",Mondaire Jones,False,True,False,False,True,False,False,False,False,False
Jim_Jordan,R,House,0.717,"['jordan', 'jim']",Jim Jordan,False,True,False,False,False,True,False,False,False,True
Votejimjordan,R,House,0.717,"['jordan', 'jim']",Jim Jordan,False,True,False,False,False,False,False,True,False,False
RepDaveJoyce,R,House,0.262,"['joyce', 'david']",David Joyce,False,True,False,False,False,True,False,False,False,True
DaveJoyceOH14,R,House,0.262,"['joyce', 'david']",David Joyce,False,True,False,False,False,False,False,True,False,False
RepJohnJoyce,R,House,0.57,"['joyce', 'john']",John Joyce,False,True,False,False,False,True,False,False,False,True
JohnJoyceForPA,R,House,0.57,"['joyce', 'john']",John Joyce,False,True,False,False,False,False,False,True,False,False
RepMarcyKaptur,D,House,-0.348,"['kaptur', 'marcy']",Marcy Kaptur,False,True,False,False,False,True,False,False,False,True
Marcy_Kaptur,D,House,-0.348,"['kaptur', 'marcy']",Marcy Kaptur,False,True,False,False,True,False,False,False,False,False
RepJohnKatko,R,House,0.185,"['katko', 'john']",John Katko,False,True,False,False,False,True,False,False,False,True
USRepKeating,D,House,-0.332,"['keating', 'william']",William Keating,False,True,False,False,False,True,False,False,False,True
WilliamKeating,D,House,-0.332,"['keating', 'william']",William Keating,False,True,False,False,False,False,False,True,False,False
RepFredKeller,R,House,0.498,"['keller', 'fred']",Fred Keller,False,True,False,False,False,True,False,False,False,True
VoteFredKeller,R,House,0.498,"['keller', 'fred']",Fred Keller,False,True,False,False,False,False,False,True,False,False
MikeKellyPA,R,House,0.371,"['kelly', 'mike']",Mike Kelly,False,True,False,False,False,True,False,False,False,True
MikeKellyforPA,R,House,0.371,"['kelly', 'mike']",Mike Kelly,False,True,False,False,False,False,False,True,False,False
RepRobinKelly,D,House,-0.465,"['kelly', 'robin']",Robin Kelly,False,True,False,False,False,True,False,False,False,True
RobinLynneKelly,D,House,-0.465,"['kelly', 'robin']",Robin Kelly,False,True,False,False,True,False,False,False,False,False
RepTrentKelly,R,House,0.634,"['kelly', 'trent']",Trent Kelly,False,True,False,False,False,True,False,False,False,True
KellyforMS01,R,House,0.634,"['kelly', 'trent']",Trent Kelly,False,True,False,False,False,False,False,True,False,False
RepRoKhanna,D,House,-0.516,"['khanna', 'ro']",Ro Khanna,False,True,False,False,False,True,False,False,False,True
RoKhanna,D,House,-0.516,"['khanna', 'ro']",Ro Khanna,False,True,False,False,True,False,False,False,False,False
RepDanKildee,D,House,-0.377,"['kildee', 'dan']",Dan Kildee,False,True,False,False,False,True,False,False,False,True
dankildee,D,House,-0.377,"['kildee', 'dan']",Dan Kildee,False,True,False,False,True,False,False,False,False,False
RepDerekKilmer,D,House,-0.309,"['kilmer', 'derek']",Derek Kilmer,False,True,False,False,False,True,False,False,False,True
DerekKilmer,D,House,-0.309,"['kilmer', 'derek']",Derek Kilmer,False,True,False,False,False,False,False,True,False,False
RepAndyKimNJ,D,House,-0.329,"['kim', 'andy']",Andy Kim,False,True,False,False,False,True,False,False,False,True
AndyKimNJ,D,House,-0.329,"['kim', 'andy']",Andy Kim,False,True,False,False,True,False,False,False,False,False
RepYoungKim,R,House,0.279,"['kim', 'young']",Young Kim,False,True,False,False,False,True,False,False,False,True
YoungKimCA,R,House,0.279,"['kim', 'young']",Young Kim,False,True,False,False,True,False,False,False,False,False
RepRonKind,D,House,-0.26,"['kind', 'ron']",Ron Kind,False,True,False,False,False,True,False,False,False,True
KindforCongress,D,House,-0.26,"['kind', 'ron']",Ron Kind,False,True,False,False,False,False,False,True,False,False
RepKinzinger,R,House,0.234,"['kinzinger', 'adam']",Adam Kinzinger,False,True,False,False,False,True,False,False,False,True
AdamKinzinger,R,House,0.234,"['kinzinger', 'adam']",Adam Kinzinger,False,True,False,False,True,False,False,False,False,False
RepKirkpatrick,D,House,-0.169,"['kirkpatrick', 'ann']",Ann Kirkpatrick,False,True,False,False,False,True,False,False,False,True
Ann_Kirkpatrick,D,House,-0.169,"['kirkpatrick', 'ann']",Ann Kirkpatrick,False,True,False,False,True,False,False,False,False,False
CongressmanRaja,D,House,-0.317,"['krishnamoorthi', 'raja']",Raja Krishnamoorthi,False,True,False,False,False,True,False,False,False,True
RajaForCongress,D,House,-0.317,"['krishnamoorthi', 'raja']",Raja Krishnamoorthi,False,True,False,False,False,False,False,True,False,False
RepAnnieKuster,D,House,-0.26,"['kuster', 'ann']",Ann Kuster,False,True,False,False,False,True,False,False,False,True
AnnMcLaneKuster,D,House,-0.26,"['kuster', 'ann']",Ann Kuster,False,True,False,False,True,False,False,False,False,False
RepDavidKustoff,R,House,0.536,"['kustoff', 'david']",David Kustoff,False,True,False,False,False,True,False,False,False,True
DavidKustoff,R,House,0.536,"['kustoff', 'david']",David Kustoff,False,True,False,False,False,False,False,True,False,False
RepLaHood,R,House,0.462,"['lahood', 'darin']",Darin Lahood,False,True,False,False,False,True,False,False,False,True
ElectLaHood,R,House,0.462,"['lahood', 'darin']",Darin Lahood,False,True,False,False,True,False,False,False,False,False
RepLaMalfa,R,House,0.531,"['lamalfa', 'doug']",Doug Lamalfa,False,True,False,False,False,True,False,False,False,True
DougLaMalfa,R,House,0.531,"['lamalfa', 'doug']",Doug Lamalfa,False,True,False,False,True,False,False,False,False,False
RepConorLamb,D,House,-0.143,"['lamb', 'conor']",Conor Lamb,False,True,False,False,False,True,False,False,False,True
ConorLambPA,D,House,-0.143,"['lamb', 'conor']",Conor Lamb,False,True,False,False,True,False,False,False,False,False
RepDLamborn,R,House,0.667,"['lamborn', 'doug']",Doug Lamborn,False,True,False,False,False,True,False,False,False,True
JimLangevin,D,House,-0.375,"['langevin', 'jim']",Jim Langevin,False,True,False,False,False,True,False,False,False,True
LangevinForRI,D,House,-0.375,"['langevin', 'jim']",Jim Langevin,False,True,False,False,False,False,False,True,False,False
RepRickLarsen,D,House,-0.365,"['larsen', 'rick']",Rick Larsen,False,True,False,False,False,True,False,False,False,True
larsenrick,D,House,-0.365,"['larsen', 'rick']",Rick Larsen,False,True,False,False,False,False,False,True,False,False
RepJohnLarson,D,House,-0.396,"['larson', 'john']",John Larson,False,True,False,False,False,True,False,False,False,True
JohnLarsonCT,D,House,-0.396,"['larson', 'john']",John Larson,False,True,False,False,True,False,False,False,False,False
boblatta,R,House,0.512,"['latta', 'robert']",Robert Latta,False,True,False,False,False,True,False,False,False,True
RepLaTurner,R,House,0.485,"['laturner', 'jake']",Jake Laturner,False,True,False,False,False,True,False,False,False,True
JakeLaTurner,R,House,0.485,"['laturner', 'jake']",Jake Laturner,False,True,False,False,True,False,False,False,False,False
RepLawrence,D,House,-0.448,"['lawrence', 'brenda']",Brenda Lawrence,False,True,False,False,False,True,False,False,False,True
BrendaLLawrence,D,House,-0.448,"['lawrence', 'brenda']",Brenda Lawrence,False,True,False,False,False,False,False,True,False,False
RepAlLawsonJr,D,House,-0.26,"['lawson', 'al']",Al Lawson,False,True,False,False,False,True,False,False,False,True
AlLawsonJr,D,House,-0.26,"['lawson', 'al']",Al Lawson,False,True,False,False,False,False,False,True,False,False
RepBarbaraLee,D,House,-0.678,"['lee', 'barbara']",Barbara Lee,False,True,False,False,False,True,False,False,False,True
BLeeForCongress,D,House,-0.678,"['lee', 'barbara']",Barbara Lee,False,True,False,False,False,False,False,True,False,False
RepSusieLee,D,House,-0.239,"['lee', 'susie']",Susie Lee,False,True,False,False,False,True,False,False,False,True
SusieLeeNV,D,House,-0.239,"['lee', 'susie']",Susie Lee,False,True,False,False,True,False,False,False,False,False
RepTeresaLF,D,House,-0.333,"['fernandez', 'teresa', 'leger']",Teresa Leger Fernandez,False,True,False,False,False,True,False,False,False,True
TeresaForNM,D,House,-0.333,"['fernandez', 'teresa', 'leger']",Teresa Leger Fernandez,False,True,False,False,True,False,False,False,False,False
RepDLesko,R,House,0.616,"['lesko', 'debbie']",Debbie Lesko,False,True,False,False,False,True,False,False,False,True
DebbieLesko,R,House,0.616,"['lesko', 'debbie']",Debbie Lesko,False,True,False,False,True,False,False,False,False,False
RepAndyLevin,D,House,-0.474,"['levin', 'andy']",Andy Levin,False,True,False,False,False,True,False,False,False,True
Andy_Levin,D,House,-0.474,"['levin', 'andy']",Andy Levin,False,True,False,False,True,False,False,False,False,False
RepMikeLevin,D,House,-0.351,"['levin', 'mike']",Mike Levin,False,True,False,False,False,True,False,False,False,True
MikeLevin,D,House,-0.351,"['levin', 'mike']",Mike Levin,False,True,False,False,True,False,False,False,False,False
RepTedLieu,D,House,-0.379,"['lieu', 'ted']",Ted Lieu,False,True,False,False,False,True,False,False,False,True
tedlieu,D,House,-0.379,"['lieu', 'ted']",Ted Lieu,False,True,False,False,True,False,False,False,False,False
RepZoeLofgren,D,House,-0.399,"['lofgren', 'zoe']",Zoe Lofgren,False,True,False,False,False,True,False,False,False,True
ZoeLofgren,D,House,-0.399,"['lofgren', 'zoe']",Zoe Lofgren,False,True,False,False,True,False,False,False,False,False
USRepLong,R,House,0.544,"['long', 'billy']",Billy Long,False,True,False,False,False,True,False,False,False,True
auctnr1,R,House,0.544,"['long', 'billy']",Billy Long,False,True,False,False,True,False,False,False,False,False
RepLoudermilk,R,House,0.685,"['loudermilk', 'barry']",Barry Loudermilk,False,True,False,False,False,True,False,False,False,True
standwithbarry,R,House,0.685,"['loudermilk', 'barry']",Barry Loudermilk,False,True,False,False,True,False,False,False,False,False
RepLowenthal,D,House,-0.449,"['lowenthal', 'alan']",Alan Lowenthal,False,True,False,False,False,True,False,False,False,True
alanlowenthal,D,House,-0.449,"['lowenthal', 'alan']",Alan Lowenthal,False,True,False,False,True,False,False,False,False,False
RepFrankLucas,R,House,0.366,"['lucas', 'frank']",Frank Lucas,False,True,False,False,False,True,False,False,False,True
FrankDLucas,R,House,0.366,"['lucas', 'frank']",Frank Lucas,False,True,False,False,False,False,False,True,False,False
RepBlaine,R,House,0.444,"['luetkemeyer', 'blaine']",Blaine Luetkemeyer,False,True,False,False,False,True,False,False,False,True
LuetkemeyerB,R,House,0.444,"['luetkemeyer', 'blaine']",Blaine Luetkemeyer,False,True,False,False,True,False,False,False,False,False
RepElaineLuria,D,House,-0.206,"['luria', 'elaine']",Elaine Luria,False,True,False,False,False,True,False,False,False,True
ElaineLuriaVA,D,House,-0.206,"['luria', 'elaine']",Elaine Luria,False,True,False,False,True,False,False,False,False,False
RepStephenLynch,D,House,-0.349,"['lynch', 'stephen']",Stephen Lynch,False,True,False,False,False,True,False,False,False,True
RepLynch,D,House,-0.349,"['lynch', 'stephen']",Stephen Lynch,False,True,False,False,False,False,False,True,False,False
RepNancyMace,R,House,0.363,"['mace', 'nancy']",Nancy Mace,False,True,False,False,False,True,False,False,False,True
NancyMace,R,House,0.363,"['mace', 'nancy']",Nancy Mace,False,True,False,False,False,False,False,True,False,False
RepMalinowski,D,House,-0.272,"['malinowski', 'tom']",Tom Malinowski,False,True,False,False,False,True,False,False,False,True
Malinowski,D,House,-0.272,"['malinowski', 'tom']",Tom Malinowski,False,True,False,False,True,False,False,False,False,False
RepMalliotakis,R,House,0.298,"['malliotakis', 'nicole']",Nicole Malliotakis,False,True,False,False,False,True,False,False,False,True
Nmalliotakis,R,House,0.298,"['malliotakis', 'nicole']",Nicole Malliotakis,False,True,False,False,True,False,False,False,False,False
RepMaloney,D,House,-0.387,"['maloney', 'carolyn']",Carolyn Maloney,False,True,False,False,False,True,False,False,False,True
CarolynBMaloney,D,House,-0.387,"['maloney', 'carolyn']",Carolyn Maloney,False,True,False,False,True,False,False,False,False,False
RepSeanMaloney,D,House,-0.239,"['maloney', 'sean', 'patrick']",Sean Patrick Maloney,False,True,False,False,False,True,False,False,False,True
spmaloney,D,House,-0.239,"['maloney', 'sean', 'patrick']",Sean Patrick Maloney,False,True,False,False,True,False,False,False,False,False
RepMann,R,House,0.651,"['mann', 'tracey']",Tracey Mann,False,True,False,False,False,True,False,False,False,True
RepKManning,D,House,-0.265,"['manning', 'kathy']",Kathy Manning,False,True,False,False,False,True,False,False,False,True
KathyManningNC,D,House,-0.265,"['manning', 'kathy']",Kathy Manning,False,True,False,False,False,False,False,True,False,False
RepThomasMassie,R,House,0.678,"['massie', 'thomas']",Thomas Massie,False,True,False,False,False,True,False,False,False,True
MassieforKY,R,House,0.678,"['massie', 'thomas']",Thomas Massie,False,True,False,False,False,False,False,True,False,False
RepBrianMast,R,House,0.465,"['mast', 'brian']",Brian Mast,False,True,False,False,False,True,False,False,False,True
BrianMastFL,R,House,0.465,"['mast', 'brian']",Brian Mast,False,True,False,False,False,False,False,True,False,False
DorisMatsui,D,House,-0.435,"['matsui', 'doris']",Doris Matsui,False,True,False,False,False,True,False,False,False,True
Matsui4Congress,D,House,-0.435,"['matsui', 'doris']",Doris Matsui,False,True,False,False,False,False,False,True,False,False
RepLucyMcBath,D,House,-0.293,"['mcbath', 'lucy']",Lucy Mcbath,False,True,False,False,False,True,False,False,False,True
lucymcbath,D,House,-0.293,"['mcbath', 'lucy']",Lucy Mcbath,False,True,False,False,True,False,False,False,False,False
GOPLeader,R,House,0.457,"['mccarthy', 'kevin']",Kevin Mccarthy,False,True,False,False,False,True,False,False,False,True
kevinomccarthy,R,House,0.457,"['mccarthy', 'kevin']",Kevin Mccarthy,False,True,False,False,True,False,False,False,False,False
RepMcCaul,R,House,0.422,"['mccaul', 'michael']",Michael Mccaul,False,True,False,False,False,True,False,False,False,True
